station,line,destination,day_type,csv,last_update,error_code,url
九段下,東西線,中野方面,土・休日,tozai_23.csv,2021-12-30,8,https://www.tokyometro.jp/station/kudanshita/timetable/tozai/b/holiday_print.html
九段下,東西線,西船橋方面,平日,tozai_24.csv,2021-12-30,8,https://www.tokyometro.jp/station/kudanshita/timetable/tozai/a/index_print.html
九段下,東西線,西船橋方面,土・休日,tozai_25.csv,2021-12-30,8,https://www.tokyometro.jp/station/kudanshita/timetable/tozai/a/holiday_print.html
竹橋,東西線,中野方面,平日,tozai_26.csv,2021-12-30,8,https://www.tokyometro.jp/station/takebashi/timetable/tozai/b/index_print.html
竹橋,東西線,中野方面,土・休日,tozai_27.csv,2021-12-30,8,https://www.tokyometro.jp/station/takebashi/timetable/tozai/b/holiday_print.html
竹橋,東西線,西船橋方面,平日,tozai_28.csv,2021-12-30,8,https://www.tokyometro.jp/station/takebashi/timetable/tozai/a/index_print.html
竹橋,東西線,西船橋方面,土・休日,tozai_29.csv,2021-12-30,8,https://www.tokyometro.jp/station/takebashi/timetable/tozai/a/holiday_print.html
大手町,東西線,中野方面,平日,tozai_30.csv,2021-12-30,8,https://www.tokyometro.jp/station/otemachi/timetable/tozai/b/index_print.html
大手町,東西線,中野方面,土・休日,tozai_31.csv,2021-12-30,8,https://www.tokyometro.jp/station/otemachi/timetable/tozai/b/holiday_print.html
大手町,東西線,西船橋方面,平日,tozai_32.csv,2021-12-30,8,https://www.tokyometro.jp/station/otemachi/timetable/tozai/a/index_print.html
大手町,東西線,西船橋方面,土・休日,tozai_33.csv,2021-12-30,8,https://www.tokyometro.jp/station/otemachi/timetable/tozai/a/holiday_print.html
日本橋,東西線,中野方面,平日,tozai_34.csv,2021-12-30,8,https://www.tokyometro.jp/station/nihombashi/timetable/tozai/b/index_print.html
日本橋,東西線,中野方面,土・休日,tozai_35.csv,2021-12-30,8,https://www.tokyometro.jp/station/nihombashi/timetable/tozai/b/holiday_print.html
日本橋,東西線,西船橋方面,平日,tozai_36.csv,2021-12-30,8,https://www.tokyometro.jp/station/nihombashi/timetable/tozai/a/index_print.html
日本橋,東西線,西船橋方面,土・休日,tozai_37.csv,2021-12-30,8,https://www.tokyometro.jp/station/nihombashi/timetable/tozai/a/holiday_print.html
茅場町,東西線,中野方面,平日,tozai_38.csv,2021-12-30,8,https://www.tokyometro.jp/station/kayabacho/timetable/tozai/b/index_print.html
茅場町,東西線,中野方面,土・休日,tozai_39.csv,2021-12-30,8,https://www.tokyometro.jp/station/kayabacho/timetable/tozai/b/holiday_print.html
茅場町,東西線,西船橋方面,平日,tozai_40.csv,2021-12-30,12,https://www.tokyometro.jp/station/kayabacho/timetable/tozai/a/index_print.html
茅場町,東西線,西船橋方面,土・休日,tozai_41.csv,2021-12-30,12,https://www.tokyometro.jp/station/kayabacho/timetable/tozai/a/holiday_print.html
門前仲町,東西線,中野方面,平日,tozai_42.csv,2021-12-30,8,https://www.tokyometro.jp/station/monzen-nakacho/timetable/tozai/b/index_print.html
門前仲町,東西線,中野方面,土・休日,tozai_43.csv,2021-12-30,8,https://www.tokyometro.jp/station/monzen-nakacho/timetable/tozai/b/holiday_print.html
門前仲町,東西線,西船橋方面,平日,tozai_44.csv,2021-12-30,8,https://www.tokyometro.jp/station/monzen-nakacho/timetable/tozai/a/index_print.html
門前仲町,東西線,西船橋方面,土・休日,tozai_45.csv,2021-12-30,8,https://www.tokyometro.jp/station/monzen-nakacho/timetable/tozai/a/holiday_print.html
木場,東西線,中野方面,平日,tozai_46.csv,2021-12-30,8,https://www.tokyometro.jp/station/kiba/timetable/tozai/b/index_print.html
木場,東西線,中野方面,土・休日,tozai_47.csv,2021-12-30,8,https://www.tokyometro.jp/station/kiba/timetable/tozai/b/holiday_print.html
木場,東西線,西船橋方面,平日,tozai_48.csv,2021-12-30,8,https://www.tokyometro.jp/station/kiba/timetable/tozai/a/index_print.html
木場,東西線,西船橋方面,土・休日,tozai_49.csv,2021-12-30,8,https://www.tokyometro.jp/station/kiba/timetable/tozai/a/holiday_print.html
東陽町,東西線,中野方面,平日,tozai_50.csv,2021-12-30,8,https://www.tokyometro.jp/station/toyocho/timetable/tozai/b/index_print.html
東陽町,東西線,中野方面,土・休日,tozai_51.csv,2021-12-30,8,https://www.tokyometro.jp/station/toyocho/timetable/tozai/b/holiday_print.html
東陽町,東西線,西船橋方面,平日,tozai_52.csv,2021-12-30,8,https://www.tokyometro.jp/station/toyocho/timetable/tozai/a/index_print.html
東陽町,東西線,西船橋方面,土・休日,tozai_53.csv,2021-12-30,8,https://www.tokyometro.jp/station/toyocho/timetable/tozai/a/holiday_print.html
南砂町,東西線,中野方面,平日,tozai_54.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-sunamachi/timetable/tozai/b/index_print.html
南砂町,東西線,中野方面,土・休日,tozai_55.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-sunamachi/timetable/tozai/b/holiday_print.html
南砂町,東西線,西船橋方面,平日,tozai_56.csv,2021-12-30,12,https://www.tokyometro.jp/station/minami-sunamachi/timetable/tozai/a/index_print.html
南砂町,東西線,西船橋方面,土・休日,tozai_57.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-sunamachi/timetable/tozai/a/holiday_print.html
西葛西,東西線,中野方面,平日,tozai_58.csv,2021-12-30,8,https://www.tokyometro.jp/station/nishi-kasai/timetable/tozai/b/index_print.html
西葛西,東西線,中野方面,土・休日,tozai_59.csv,2021-12-30,8,https://www.tokyometro.jp/station/nishi-kasai/timetable/tozai/b/holiday_print.html
西葛西,東西線,西船橋方面,平日,tozai_60.csv,2021-12-30,8,https://www.tokyometro.jp/station/nishi-kasai/timetable/tozai/a/index_print.html
西葛西,東西線,西船橋方面,土・休日,tozai_61.csv,2021-12-30,12,https://www.tokyometro.jp/station/nishi-kasai/timetable/tozai/a/holiday_print.html
葛西,東西線,中野方面,平日,tozai_62.csv,2021-12-30,8,https://www.tokyometro.jp/station/kasai/timetable/tozai/b/index_print.html
葛西,東西線,中野方面,土・休日,tozai_63.csv,2021-12-30,8,https://www.tokyometro.jp/station/kasai/timetable/tozai/b/holiday_print.html
葛西,東西線,西船橋方面,平日,tozai_64.csv,2021-12-30,12,https://www.tokyometro.jp/station/kasai/timetable/tozai/a/index_print.html
葛西,東西線,西船橋方面,土・休日,tozai_65.csv,2021-12-30,8,https://www.tokyometro.jp/station/kasai/timetable/tozai/a/holiday_print.html
浦安,東西線,中野方面,平日,tozai_66.csv,2021-12-30,8,https://www.tokyometro.jp/station/urayasu/timetable/tozai/b/index_print.html
浦安,東西線,中野方面,土・休日,tozai_67.csv,2021-12-30,8,https://www.tokyometro.jp/station/urayasu/timetable/tozai/b/holiday_print.html
浦安,東西線,西船橋方面,平日,tozai_68.csv,2021-12-30,8,https://www.tokyometro.jp/station/urayasu/timetable/tozai/a/index_print.html
浦安,東西線,西船橋方面,土・休日,tozai_69.csv,2021-12-30,8,https://www.tokyometro.jp/station/urayasu/timetable/tozai/a/holiday_print.html
南行徳,東西線,中野方面,平日,tozai_70.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-gyotoku/timetable/tozai/b/index_print.html
南行徳,東西線,中野方面,土・休日,tozai_71.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-gyotoku/timetable/tozai/b/holiday_print.html
南行徳,東西線,西船橋方面,平日,tozai_72.csv,2021-12-30,12,https://www.tokyometro.jp/station/minami-gyotoku/timetable/tozai/a/index_print.html
南行徳,東西線,西船橋方面,土・休日,tozai_73.csv,2021-12-30,8,https://www.tokyometro.jp/station/minami-gyotoku/timetable/tozai/a/holiday_print.html
行徳,東西線,中野方面,平日,tozai_74.csv,2021-12-30,8,https://www.tokyometro.jp/station/gyotoku/timetable/tozai/b/index_print.html
行徳,東西線,中野方面,土・休日,tozai_75.csv,2021-12-30,8,https://www.tokyometro.jp/station/gyotoku/timetable/tozai/b/holiday_print.html
行徳,東西線,西船橋方面,平日,tozai_76.csv,2021-12-30,8,https://www.tokyometro.jp/station/gyotoku/timetable/tozai/a/index_print.html
行徳,東西線,西船橋方面,土・休日,tozai_77.csv,2021-12-30,8,https://www.tokyometro.jp/station/gyotoku/timetable/tozai/a/holiday_print.html
妙典,東西線,中野方面,平日,tozai_78.csv,2021-12-30,8,https://www.tokyometro.jp/station/myoden/timetable/tozai/b/index_print.html
妙典,東西線,中野方面,土・休日,tozai_79.csv,2021-12-30,8,https://www.tokyometro.jp/station/myoden/timetable/tozai/b/holiday_print.html
妙典,東西線,西船橋方面,平日,tozai_80.csv,2021-12-30,8,https://www.tokyometro.jp/station/myoden/timetable/tozai/a/index_print.html
妙典,東西線,西船橋方面,土・休日,tozai_81.csv,2021-12-30,8,https://www.tokyometro.jp/station/myoden/timetable/tozai/a/holiday_print.html
原木中山,東西線,中野方面,平日,tozai_82.csv,2021-12-30,8,https://www.tokyometro.jp/station/baraki-nakayama/timetable/tozai/b/index_print.html
原木中山,東西線,中野方面,土・休日,tozai_83.csv,2021-12-30,8,https://www.tokyometro.jp/station/baraki-nakayama/timetable/tozai/b/holiday_print.html
原木中山,東西線,西船橋方面,平日,tozai_84.csv,2021-12-30,8,https://www.tokyometro.jp/station/baraki-nakayama/timetable/tozai/a/index_print.html
原木中山,東西線,西船橋方面,土・休日,tozai_85.csv,2021-12-30,8,https://www.tokyometro.jp/station/baraki-nakayama/timetable/tozai/a/holiday_print.html
西船橋,東西線,中野方面,平日,tozai_86.csv,2021-12-30,8,https://www.tokyometro.jp/station/nishi-funabashi/timetable/tozai/b/index_print.html
西船橋,東西線,中野方面,土・休日,tozai_87.csv,2021-12-30,8,https://www.tokyometro.jp/station/nishi-funabashi/timetable/tozai/b/holiday_print.html
高根公団,新京成線,上り,平日,takanekodan_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekodan_weekday_up/
鎌ヶ谷大仏,新京成線,上り,平日,kamagayadaibutsu_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kamagayadaibutsu_weekday_up/
新鎌ヶ谷,新京成線,上り,平日,shinkamagaya_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shinkamagaya_weekday_up/
みのり台,新京成線,上り,平日,minoridai_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/minoridai_weekday_up/
初富,新京成線,上り,平日,hatsutomi_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/hatsutomi_weekday_up/
北初富,新京成線,上り,平日,kitahatsutomi_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitahatsutomi_weekday_up/
薬園台,新京成線,上り,平日,yakuendai_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yakuendai_weekday_up/
二和向台,新京成線,上り,平日,futawamukodai_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/futawamukodai_weekday_up/
高根木戸,新京成線,上り,平日,takanekido_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekido_weekday_up/
元山,新京成線,上り,平日,motoyama_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/motoyama_weekday_up/
くぬぎ山,新京成線,上り,平日,kunugiyama_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kunugiyama_weekday_up/
松戸新田,新京成線,上り,平日,matsudoshinden_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudoshinden_weekday_up/
八柱,新京成線,上り,平日,yabashira_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yabashira_weekday_up/
前原,新京成線,上り,平日,maebara_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/maebara_weekday_up/
三咲,新京成線,上り,平日,misaki_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/misaki_weekday_up/
新津田沼,新京成線,上り,平日,shintsudanuma_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shintsudanuma_weekday_up/
五香,新京成線,上り,平日,goko_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/goko_weekday_up/
滝不動,新京成線,上り,平日,takifudou_weekday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/takifudou_weekday_up/
常盤平,新京成線,上り,平日,tokiwadaira_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/tokiwadaira_weekday_up/
北習志野,新京成線,上り,平日,kitanarashino_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitanarashino_weekday_up/
習志野,新京成線,上り,平日,narashino_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/narashino_weekday_up/
京成津田沼,新京成線,上り,平日,keiseitsudanuma_weekday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/keiseitsudanuma_weekday_up/
松戸,新京成線,上り,平日,matsudo_weekday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/matsudo_weekday_up/
上本郷,新京成線,上り,平日,kamihongou_weekday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/kamihongou_weekday_up/
高根公団,新京成線,下り,平日,takanekodan_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekodan_weekday_down/
鎌ヶ谷大仏,新京成線,下り,平日,kamagayadaibutsu_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kamagayadaibutsu_weekday_down/
新鎌ヶ谷,新京成線,下り,平日,shinkamagaya_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shinkamagaya_weekday_down/
みのり台,新京成線,下り,平日,minoridai_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/minoridai_weekday_down/
初富,新京成線,下り,平日,hatsutomi_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/hatsutomi_weekday_down/
北初富,新京成線,下り,平日,kitahatsutomi_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitahatsutomi_weekday_down/
薬園台,新京成線,下り,平日,yakuendai_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yakuendai_weekday_down/
二和向台,新京成線,下り,平日,futawamukodai_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/futawamukodai_weekday_down/
高根木戸,新京成線,下り,平日,takanekido_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekido_weekday_down/
元山,新京成線,下り,平日,motoyama_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/motoyama_weekday_down/
くぬぎ山,新京成線,下り,平日,kunugiyama_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kunugiyama_weekday_down/
松戸新田,新京成線,下り,平日,matsudoshinden_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudoshinden_weekday_down/
八柱,新京成線,下り,平日,yabashira_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yabashira_weekday_down/
前原,新京成線,下り,平日,maebara_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/maebara_weekday_down/
三咲,新京成線,下り,平日,misaki_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/misaki_weekday_down/
新津田沼,新京成線,下り,平日,shintsudanuma_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shintsudanuma_weekday_down/
五香,新京成線,下り,平日,goko_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/goko_weekday_down/
滝不動,新京成線,下り,平日,takifudou_weekday_down.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/takifudou_weekday_down/
常盤平,新京成線,下り,平日,tokiwadaira_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/tokiwadaira_weekday_down/
北習志野,新京成線,下り,平日,kitanarashino_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitanarashino_weekday_down/
習志野,新京成線,下り,平日,narashino_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/narashino_weekday_down/
京成津田沼,新京成線,下り,平日,keiseitsudanuma_weekday_down.csv,2021-11-30,8,https://www.shinkeisei.co.jp/train/timetable/keiseitsudanuma_weekday_down/
松戸,新京成線,下り,平日,matsudo_weekday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudo_weekday_down/
上本郷,新京成線,下り,平日,kamihongou_weekday_down.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/kamihongou_weekday_down/
高根公団,新京成線,上り,土・休日,takanekodan_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekodan_holiday_up/
鎌ヶ谷大仏,新京成線,上り,土・休日,kamagayadaibutsu_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kamagayadaibutsu_holiday_up/
新鎌ヶ谷,新京成線,上り,土・休日,shinkamagaya_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shinkamagaya_holiday_up/
みのり台,新京成線,上り,土・休日,minoridai_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/minoridai_holiday_up/
初富,新京成線,上り,土・休日,hatsutomi_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/hatsutomi_holiday_up/
北初富,新京成線,上り,土・休日,kitahatsutomi_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitahatsutomi_holiday_up/
薬園台,新京成線,上り,土・休日,yakuendai_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yakuendai_holiday_up/
二和向台,新京成線,上り,土・休日,futawamukodai_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/futawamukodai_holiday_up/
高根木戸,新京成線,上り,土・休日,takanekido_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekido_holiday_up/
元山,新京成線,上り,土・休日,motoyama_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/motoyama_holiday_up/
くぬぎ山,新京成線,上り,土・休日,kunugiyama_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kunugiyama_holiday_up/
松戸新田,新京成線,上り,土・休日,matsudoshinden_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudoshinden_holiday_up/
八柱,新京成線,上り,土・休日,yabashira_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yabashira_holiday_up/
前原,新京成線,上り,土・休日,maebara_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/maebara_holiday_up/
三咲,新京成線,上り,土・休日,misaki_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/misaki_holiday_up/
新津田沼,新京成線,上り,土・休日,shintsudanuma_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shintsudanuma_holiday_up/
五香,新京成線,上り,土・休日,goko_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/goko_holiday_up/
滝不動,新京成線,上り,土・休日,takifudou_holiday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/takifudou_holiday_up/
常盤平,新京成線,上り,土・休日,tokiwadaira_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/tokiwadaira_holiday_up/
北習志野,新京成線,上り,土・休日,kitanarashino_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitanarashino_holiday_up/
習志野,新京成線,上り,土・休日,narashino_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/narashino_holiday_up/
京成津田沼,新京成線,上り,土・休日,keiseitsudanuma_holiday_up.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/keiseitsudanuma_holiday_up/
松戸,新京成線,上り,土・休日,matsudo_holiday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/matsudo_holiday_up/
上本郷,新京成線,上り,土・休日,kamihongou_holiday_up.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/kamihongou_holiday_up/
高根公団,新京成線,下り,土・休日,takanekodan_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekodan_holiday_down/
鎌ヶ谷大仏,新京成線,下り,土・休日,kamagayadaibutsu_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kamagayadaibutsu_holiday_down/
新鎌ヶ谷,新京成線,下り,土・休日,shinkamagaya_holiday_down.csv,2021-11-30,12,https://www.shinkeisei.co.jp/train/timetable/shinkamagaya_holiday_down/
みのり台,新京成線,下り,土・休日,minoridai_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/minoridai_holiday_down/
初富,新京成線,下り,土・休日,hatsutomi_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/hatsutomi_holiday_down/
北初富,新京成線,下り,土・休日,kitahatsutomi_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitahatsutomi_holiday_down/
薬園台,新京成線,下り,土・休日,yakuendai_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yakuendai_holiday_down/
二和向台,新京成線,下り,土・休日,futawamukodai_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/futawamukodai_holiday_down/
高根木戸,新京成線,下り,土・休日,takanekido_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/takanekido_holiday_down/
元山,新京成線,下り,土・休日,motoyama_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/motoyama_holiday_down/
くぬぎ山,新京成線,下り,土・休日,kunugiyama_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kunugiyama_holiday_down/
松戸新田,新京成線,下り,土・休日,matsudoshinden_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudoshinden_holiday_down/
八柱,新京成線,下り,土・休日,yabashira_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/yabashira_holiday_down/
前原,新京成線,下り,土・休日,maebara_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/maebara_holiday_down/
三咲,新京成線,下り,土・休日,misaki_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/misaki_holiday_down/
新津田沼,新京成線,下り,土・休日,shintsudanuma_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/shintsudanuma_holiday_down/
五香,新京成線,下り,土・休日,goko_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/goko_holiday_down/
滝不動,新京成線,下り,土・休日,takifudou_holiday_down.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/takifudou_holiday_down/
常盤平,新京成線,下り,土・休日,tokiwadaira_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/tokiwadaira_holiday_down/
北習志野,新京成線,下り,土・休日,kitanarashino_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/kitanarashino_holiday_down/
習志野,新京成線,下り,土・休日,narashino_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/narashino_holiday_down/
京成津田沼,新京成線,下り,土・休日,keiseitsudanuma_holiday_down.csv,2021-11-30,8,https://www.shinkeisei.co.jp/train/timetable/keiseitsudanuma_holiday_down/
松戸,新京成線,下り,土・休日,matsudo_holiday_down.csv,2021-11-30,0,https://www.shinkeisei.co.jp/train/timetable/matsudo_holiday_down/
上本郷,新京成線,下り,土・休日,kamihongou_holiday_down.csv,2021-11-30,2,https://www.shinkeisei.co.jp/train/timetable/kamihongou_holiday_down/
